comment,list of emojis,sentiment ranking
طرحو موضوع سجن غوانتنامو لي كاين فقنيطرة المصانع لي تيرغمو على الشباب يخدم وخا مريض بكرونا لي سخف يتكى حتى يفوت الحال وينوض يكمل خدمتو,0,0
سؤال لك سي صلاح :واش الدراسة عن بعد غاتكون لمدة 15يوم ولا أكتر,0,0
,0,0
تنلقا شي حد مثلا ونا تنتقدا مديرش bavette تنكول ليه الشريف ديرها رآه لمصلحتك تيكول ليك غير تخربيق لو دخلي سوق راسك  هدوا واقعيين بالمرض,0,0
✋✋✋✋✋✋✋✋✋✋✋stop manak alhimari,0,0
dwi lina 3la t3liim ohad s7ab sizyam li ghadi i9rao flbac o lexamen regional mazal tab3houm,0,0
3lach chi nhar dir barnamaj fi dawr l7okoma limowajahat had l ja2i7a dima ghi lmowatinin khasshom yaltazmo o l7okoma makhasshach taltazam?? 🤔,0,0
Wa Khlih 3ndk,0,0
❤️😍,0,0
Il faut faite sortir bouzriwita car bcp de gens ne respectent pas et ne portent tjs pas le masque punir les epiciers qui malgre les conseils des autorites laissent encore les clients rentrer a leur boutique et parfois sans masque ca me revolte 😪,0,0
توحشناك استاذ صلاح الدين تبارك الله عليك والاستاذ معتوق,0,0
👏👏👏,0,0
❤️,0,0
😍😍❤️❤️ذ,0,0
مسيرة موفقة تبارك الله عليك غير متنساش الدكتور جمال معتوق,0,0
مغاديش تساليو علينا من هاد زعت ديالكم ولا شنو,0,0
على سلامتك توحشناك عندك طريقة زوينة في اقناع  حفضك الله ورعاك,0,0
Rah khaskom thadro 3la nas dyal 9ita3 siyahi dyal marrakech rah kolchi galsss o mastafdoch man cnss o nass katmot bjo33,0,0
خاسكم تهدرو على ناس ديال قطاع السياحي اكادير راه ناس واسلة فيهم العظم ماعندهم الظمان الاجتماعي اشغايكل هاد الناس راه بزاف ناس كارين والمصاريف .....,0,0
الوضع لا يبشر بالخير  فاش رجعتي هههه لمزيريا تاني,0,0
Awld l9hba,0,0
الله اجازكم كل خير🌹✨ الله اخليك ممكن ملاحظة : واش ممكن وزارة تعليم توحد المقررات الدراسية لان يصعب على من لا يتوفر على نفس مقرارت المنصة التي انشاتها الوزارة، ان يستفيد . اتمنى لكم المزيد من العطاء. وفقكم الله لكل خير 🌹,0,0
جيب وزير التربية البرنامج او ربيه شوية راه دايخ,0,0
فين دوزتي ل كونجي ديالك ا سي صلاح .,0,0
تبارك الله عليك.  عطاك الله الصحة,0,0
واخ وهضرو عل تأمين في المدارس الخاصه لي هو خيالي,0,0
واش كاينة فلوس تضامن واخة تفرجنا 👏👏,0,0
كنا حتى كلنا قادين نتغلبو على لوباء لكن. دابا ولله اصبحنا في خطر,0,0
🙄🙄🙄🙄😢😢😢,0,0
wch fi raskom jiht beni mellal mb9wch kydiro t7lila dyl korona o knsm3a ar9am fi tele wch cv,0,0
تفرجت في الحلقة الله يعطيك الصحة 👏👏👏👏👏👏👏👏👏,0,0
ووالله وطلقتيني على المغاربة اصلاح الدين الى منفكرهم فأيام الجوع والبون وقلة الشي د بصح...واش يسحابلهم الى طال المرض فالمغرب واكثروا الحالات...اش غاذي يكون مصير اقتصاد المغرب...غاذي يولي الطايح اكثر من النايض,0,0
واعيقوا المغاربة خلاص...والله احتى حمضتوااااااا,0,0
معاكم  hope mn اسبانيا...مغربية حتى للنخاع..وكنتأسف على الخال بلادي وناسها,0,0
وليتي عزيز علينا بزاف التلفزة بلا بيك والوا,0,0
عرفتي شكون سبب في ارتفاع مصابون بكورونا هو نقص برامج توعية من مشيتي ناس تقلوا كورونا مشات لانك انت مابقتش في برنامج عرفتي شحال من شبنية متبعاك ونصائح متاعك  خاليك معنا حتى تمشي كرورنا,0,0
بغينا ديما ديرنا برنامج,0,0
❤️,0,0
بلاش منو,0,0
والدور لي كتلعب الدولة اتجاه المواطن، هاد الوضوع مغديش تطرقو ليه، قتلتونا بالهضرة الخاوية ،ما نراه في التلفاز، بعيد كل البعد عن الواقع,0,0
Omhy god,0,0
الله ياخد فيك الحق.. دنوب الشعب كامل عليك.. عييتي علينا بلكذوب ديالك.. نتا مخلص ناشط فرحان.. وبقيتي علينا صبرو راه مابقى قد مافات وكذا و.. وسير تقود الله ياخد فيك الحق.. لأنك صحفي ديالهم..,0,0
ربي معك 😍😍😍😍,0,0
,0,0
ان لله و ان اليه راجعون,0,0
الله يرحمه ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان وان لله وانا اليه راجعون البقاء لله,0,0
الله يرحمها 🙏,0,0
😢,0,0
لروحها الطاهرة السلام 😢,0,0
Lah ichafih yarab 😢,0,0
انا لله وانا اليه راجعون,0,0
انا لله وانا اليه راجعون 😢,0,0
الله يرحمها,0,0
الله يرحمها,0,0
الله يرحمها ويجعلها من اهل الجنة,0,0
Lah irhamha,0,0
إنا لله وإنا إليه راجعون الله يرحمها ويجعل مأواها الجنة,0,0
الله يرحمها ويغفر لها ورزق أاسرتها الصغيرة و الكبيرة الصبر و السلوان,0,0
ان الله وان اليه راجعون 😢,0,0
إ نا لله وانا اليه راجعون البقاء لله,0,0
اللهم ارحمها واغفر لها وأكرم نزلها ووسع مدخلها واجعلها من اهل الفردوس الأعلى وازرق اهلها وذويها الصبر والسلوان وانا لله وانا اليه راجعون,0,0
إن لله وإنا اليه راجعون الله يرحمه ويسكنه فسيح جنانه,0,0
اللهم اغفر لها وارحمها واسكنها فسيح جناتك,0,0
😢😢😢,0,0
ماتت مسكينة الله يعفو عليها كانت كتكمي بزاف واش كونصير باش ماتت ؟؟؟؟؟؟؟؟؟؟؟,0,0
صنم اخر يضاف للقائمة ، مزال يساليو واحد بواحد هاد كورونا ماعوالاش تزكل شي حد 🤔 انا حزين على تريا جبران ايضا .,0,0
الله يرحمها ياربي واغفر لها يارب,0,0
لله يرحمها يرب,0,0
الله يرحمها يارب,0,0
انا لله وانا إليه راجعون,0,0
رحم الله سيدة المسرح المغربي وطيب ثراها,0,0
إنا لله وإنا إليه راجعون 😢😢😢,0,0
😢,0,0
انا لله وانا اليه راجعون,0,0
اللهم ارحمها واغفر لها واعف عنها يارب العالمين والصلاة والسلام على رسول الله صلى الله عليه وسلم تسليما كثيرا طيبا مباركا فيه,0,0
الله ارحمها ووسع اليها,0,0
😢😢😢😢إنا لله وإنا إليه راجعون اللهم أسكنه فسيح جناتك و اجعل مثواه الجنة ❤️,0,0
❤️😥,0,0
😢,0,0
😢انا لله وانا اليه راجعون,0,0
😮😢,0,0
😢,0,0
انا الله وانا اليه رجعون اللهم ارحمها وغفر لها. واسكنها الفردوس ا لأ على,0,0
ان لله و انا اليه راجعون,0,0
,0,0
💚💚,0,0
المغاربة لي ما خافش على راسو يتقي الله ف العباد يتاقي الله ف الوليدات او الوالدين,0,0
👍👍👍👍,0,0
لك منا كل الشكر على مجهوداتك ونتمنى لك دوام الصحة والسعادة ونتمنى من الناس تعمل الاحتياطات وتحافظ على نفسها وعلى غيرها,0,0
👍👍👍,0,0
السلام عليكم ورحمة الله تعالى وبركاته سي صلاح الدين عودة ميمونة نتمنى ترجع لينا بالصحة للجميع ، من نهار مشيتي وعدد الإصابات غادي في منحى تصاعدي واش نفهمو من خطاب صاحب الجلالة بلي ممكن نرجع الحجر الصحي شامل وهل الدراسة شوفو تكون عن بعد أن ستكون حضوريا وشكرا .,0,0
Ok si elghomari à 9h45 ce soir inchae allah mais ne soyez pas trop sévère avec nous 😍,0,0
@ghomari.salaheddine,0,0
Fal ha9i9a khasak tarja3 asalah twa3i nas,0,0
👏👏👏twahchnak,0,0
السلام ومشاكل مستشفى مراكش,0,0
"En maintenant La célébration de la fete du sacrifice, on a perdu le controle de la situation, si seulement sagesse et courage pouvait nous épargner de tourner à la dérive, maintenant il importe d'etre plus ferme et sévere vis à vis de la non chalence des individus, quid du 50% de capacité des lieux de distraction il faut plus regardant, qu'en est il du follow up hebdomadaire du zoning 1 et 2, faire volte face aussi en partageant sur les médias les témoignages des patients",0,0
السلام عليكم اخي صلاح الدين بغت نعرف بنسبة للدعم العمال المتضررين هل سيستفدون هذا الشهر ام لا,0,0
♥️❤️♥️❤️♥️♥️❤️♥️,0,0
👍,0,0
😂,0,0
❤️❤️👍👍👍,0,0
الحمد لله منين رجعتي,0,0
😍😍😍😍😍😍😍😍😍😍,0,0
البرنامج ديالك كان عندو دور كبير. لأنه ديما تيفكر الناس باللي خاصهم ياخدو الاحتياطات ديالهم. ملي وقفتي البرنامج يعني بحال ايلا قلتي ليهم صافي را الدنيا هانية. و فهادشي راك كتتحمل مسؤوليتك. لأنك قلتي فالاول البرنامج غايبقى مستمر حتى نقضيو على هاد الوباء . ولكن انساحبتي، علااااش. كمل الرسالة ديالك. راه دورك كبير جدا كإعلامي . الوحيد تقريبا اللي نجحتي تأثر فالمجتمع المغربي. فكمل الله يخليك. وما تتخلاش على الوطن ديالك.  ياك هدرتي البارح على الوطنية!!!,0,0
واحد الملاحظة أخرى: القناة الثانية مباشرة بعد تخفيف الحجر الصحي دارت برامج سهرات و ترفيه اللي كيجيو الضيوف. و كيجلسو بيناتهم فقط مسافة متر تقريبا و بدون وضع كمامة. كان عليها تخلي كل مقدم برنامج يستاضف ضيف واحد على حدى. و تزيد فالمسافة مثلا ثلاث أمتار. ملي يسالي الفقرة ديالتو يدوزو للضيف الموالي و هكدا. . هادشي كان غادي يكون عندو تأثير كبير على المشاهد. و يخليه يحس بخطورة الوضع. ماشي العكس بحال داك البرنامج ديال الليلة سهرتنا مثلا؛ الضيوف جالسين كيهدرو عادي مجموعين... قمة العبث. بلا ما نهدرو على الظرفية اللي كتتطلب التوعية المستمرة ماشي الشطيح و الغنا. اللي كيخلي الناس تقول صافي راه هانيا الأمور.  خطورة الوباء خاصها تبان فبرامجكم باش الناس تحس أكثر  و أكثر.,0,0
شكرا,0,0
واش شفتو فاللخر شنو قال,0,0
فين الكمامة,0,0
الله ينصر سيدنا سيدي محمد والأسرة العلوية,0,0
واش بصح تأجل الدخول المدرسي,0,0
عافاك ا سي الغماري رجع برنامج اسئلة كورونا حيت من نهار سالا البرنامج و عدد الحلات في تزايد خطير,0,0
🇲🇦🇲🇦🇲🇦🇲🇦👍👍👍👍👍👍,0,0
👏👏👍,0,0
شنو تحلل ولا تزمر الخطاب باين واضح قتلتونا التحليل خوا الخاوي فين كنتي شحال هادي,0,0
وتا دييييير لكماما 😂😂😂,0,0
"🆘️🆘️Nous sommes plus que 1000 etudiants li jaw mn la chine pendant les vacances de l’hiver ou l’evacuation dans les debuts de corona a wuhan (w li ghi 5% mn le tout la chine mashi hia wuhan w wuhan mashi hia la chine ) kna dayrin l7sab l 1 ou 2 mois maintenant on est coincés ici les universités nous demandent de revenir pour la prochaine année scolaire mais on peut pas puisque l7odod bin la chine w lmeghrib ba9in msdudin d’autres universités ont proposé des cours en ligne pour ce premier semestre aussi walakin c la solution li ta7ed mabaghiha nadaran lfashal dyalha f le dernier semestre a cause de l'intervalle de temps de 7h entre la chine et le maroc w linternet t9ila db knkhelso lkra deja ghir pour garder nos affaires f aman wakha makininsh temak w on est obligés nkhelso lmedrassa wakha ma3arfinsh bdept lmasir dyalna wash an9raw wla la 7et kin li 7ta la possibilité dyal les cours en ligne ma3ndush on a contacté les deux ambassades le ministère des Affaires étrangères w ba9i ta7ad majawbna w le temps presse la rentrée scolaire 3edna katbda f sept mab9a walo tout ce quon demande cest une permission pour y aller en chine continuer nos etudes je répète ghir terkhiss rien de plus w ga3 lmasarif aykuno 3lina merci beaucoup w kntmenaw had rissala dyalna twsel lmes2oulin f a9rab we9t 🆘️🆘️السلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.",0,0
👍👍👍👍👍,0,0
"@ghomari.salaheddine السلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.",0,0
الدولة غير قادرة على دعم الفقير ب 1000درهم شهريا مدى الحياة .نفس الدولة تستطيع دعم البرلماني والوزير ب 5 ملايين سنتيم شهريا مدى الحياة )البرلماني  مليون سنتيم والوزير 4مليون سنتيم (,0,0
👏,0,0
👏,0,0
👍👏👏👏👍,0,0
@ghomari.salaheddine المرجوا مواكبة الهاشتاغ #شغيلةالسياحة_تستغيث,0,0
2m mchat mab9ax 5adama,0,0
,0,0
Really a biiig nightmar,0,0
تةاةههووزوززززززظظظظفغ😍😍😍😍,0,0
😭😭😭😭😭😭😭😭😭😭,0,0
😂😂😂😂,0,0
la tortuga🤣🤣,0,0
انها الماكينة,0,0
👎👎👎👎👎👎👎🤣,0,0
تصدمت ليوم 😒😒,0,0
اش دخلك نتا ا سي الأخبار,0,0
الغماري  باباري ❤️❤️,0,0
😭😭😭😭😭😭😭😭😭😭,0,0
للأسف حقيقة  المرة 😔😔😔😔😔,0,0
🔥🔥🔥🔥البارصا محااااااال كانو يدربو كانو مساااااكن محتارمين الحجر الصحي، تلاقوا مع الماكينة هههههههههه طحنوهم بكمامتهم بكورونتهم........ وااااقسلا اللقاح تجرب فيهم 😂😂😂😂😂😂,0,0
😮😮😮😮,0,0
😂😂😂😂,0,0
معرفناكش اسي صلاح مع البارسا ولا الباير,0,0
البنات لي كيدخلو الكوزينة و مكيعرفوش اشمن شهيوة يوجدو ، دخلو عندي كندير وصفات سهلة و مختلفة عن المعتاد و ان شاء الله يعجبوكم و تشتركو معايا باش تشجعوني ❤️,0,0
لي بغا دير ليه إشهار الصفحة ديالو فابور فسطوري يدير أبوني أو جيم فآخر صورة أو يخلي ميساج فالخاص,0,0
@kv_mil  9olo khlik gha m3a akhbar,0,0
حقييييييييييييييقة,0,0
🙌hala madrid,0,0
https://youtu.be/GfuLuwicnwY,0,0
https://youtu.be/GfuLuwicnwY.  شجعولي قناتي,0,0
Wa 8,0,0
Makhsnachi nbano db hnaya f astgram tn barsawia hay hay hhhhhh imta tzad Messi hhh ana m3rfchi hhhhhh,0,0
التحكيم هو السبب في خسارة البارصا كالعادة هلا تحكيم,0,0
😂 الحقيقة  المرة,0,0
طلب الزواج بثلاث لهجات مغربية تقليد جامد 🤣🤣🥰https://youtu.be/yFZ30IM8t2o,0,0
🔥🔥🔥😂😂,0,0
حقيقة يا سي صلاح الدين هههه,0,0
Hhhhhh🤣🤣🤣🤣🤣🤣🤣,0,0
👏👏,0,0
@ghomari.salaheddine خويا صلاح حطو بوستات تسلط الضوء على الوضع المزري للمستشفيات والمواطنين اللي كيعانيو ونقص المستزمات الطبية والكوادر كذالك في فهاد المحنة واستهتار المسؤولين راه الاعلام هو المسؤول على فضح معاناة الشعب راكم صوت الشعب ياريت الرسالة تكون وصلت 💔💔💔💔,0,0
😂,0,0
Himi,0,0
Himi,0,0
la dima barça,0,0
@leomessi  Messi te están hablando de ti,0,0
,0,0
ghomari. salahddine علاش مبقيتيش كدير برنامج اسىلة كورونا راه المغرب غرق 🙌,0,0
راه نسابك لقاو اللقاح شوف معاهم  يسيفطوه لينا على وجه النسوبية لبيناتنا 😂😂,0,0
تبارك الله عليك اخويا الله يحفظك,0,0
👍👍👍🙏😍,0,0
❤️❤️❤️❤️,0,0
Madmax 😂 😂,0,0
لا اسي صلاح مزال خصك ترجع راه هدشي ع.ا سرح معنا,0,0
Santé Salah👏,0,0
👏👏,0,0
👏,0,0
حتا دووز  هاد الأزمة بعدا وعاود رجع المدينة 😂😂,0,0
حنا ساكنين فيها طبيعة 😘,0,0
والو مع هاد البشار وخا تمشي معاك الهام بنفسها 😂😂😂😂😂😂😂❤️❤️❤️,0,0
👏👏👏,0,0
❤️❤️❤️,0,0
بالصحة التبحيرة 🙌🙌,0,0
👍👍👍,0,0
فينك اسي الغماري شحال هادي مشفناك فتلفزة😢😢😢😢,0,0
نعم!,0,0
وخا مكاين حد معاك فا من ضروري تعمل لكمامة راه كتسمى مخالفة القوانين تقدر تخلص 300درهم😟😟,0,0
اسي تصوير أثناء القيادة كعاقب عله القانون,0,0
🔥❤️,0,0
👍,0,0
تحياتي لك خويا صلاح الدين♥️♥️,0,0
السلام عليكم الاخ الغماري مالك اغبرتي اعلينا وارجع انشوفوك اشوية في التلفاز,0,0
❤️❤️❤️❤️❤️,0,0
تبارك الله على سي الغماري والله الى توحشناك هي كونجي اخويا.,0,0
مغوتيش على مايا  ولي معاها في اليخت فعز كورونا والبلاد زادت أضعاف الحالات ومزال طالعة تاتخرج عينيها وتاتقول عادي الموت تاتجي بكسيدة ولا سرطان ماشي كورونا بوحدها لي تاتقتل أين دورك فهاذ البلان لي وقع ما كانو لابسين كمامة ما كان تباعد ودولة مانعة الحفلات والاعراس ولو بحضور فقط العائلة وهم فعلا كانو دايرين حفل بينهم ماهذا بالله عليك واش الفقير هو لي ملزوم يشري لكمامة ولا نساها يخلص غرامة وعلى مايا وناس لفوسفاط بلاش يشريوها وبلاش يخلصو بغرامة إذا مالبسوهاش🤔🤔🤔,0,0
ا مابنتيش ا استاد تغوت او تجذب شويا على الحكومة او الوضع الكارثي ف مراكش ؟ اولا تايبانلك غا داك الحازق لي خارج يجيب طرف د الخبز تخرج فيه عينيك !,0,0
Mara khera ghawat ella likhdamin m3ak nasehoum madairch lkemama l video lghoumary m9ala9 mankoum fuck 🤫,0,0
Hmaditi nta wlh kadir hadxi kml bax traxa7 l intikhabqt baayna wlk wlh la ditiha 🙃👌,0,0
صراحة قهرتينا,0,0
"نداء إنساني ⚠️⚠️⚠️🌹🍓
حياة طفلة بين الحياة والموت والحل الوحيد هو عملية بعشرين مليون البنيتة كاينة فدكالة من عائلة فقيرة كنعرفها مزيان والديها مافحالهمش و فايت فقدو بنت أخرى ختها بنفس المرض ماتت ليهم مابغيت لا جيم لا والو بغيتها غير توصل لإعلام وتقدر تلقا لي عونها ويديرو ليها لعملية و عارفا بلي إلا درنا حملة فيسبوك و كلشي وصل هادشي لصحافة غادين يديرو خدمتهم ويقدرو يشوفوها لمحسنين وتنقد بالفضل لحملة لي غادي نديرو فمواقع التواصل : خاصها تخاع الشوكي سميتها مروى
ختها لي ماتت بنفس المرض سميتها سلمى",0,0
"Rah lkalakh lmobin , dir kmama f voiture o nta wa7dek , je parle d'une manière générale",0,0
<<لا يبدل الله ما بقوم حتى يبدلوا ما بانفسهم.>>,0,0
toooooop,0,0
كنشوفك.كنشوف الحجر الصحي,0,0
ضروري إما عن بعد أولا الحضوري,0,0
👏👏,0,0
و. نموت اوو مانديرهاش,0,0
,0,0
لي يحب القصف بصح مايعرفش يكلاشي ادخلو لصفحة هادي تضحكو شوية 😂😍😂😍,0,0
😢😢😢,0,0
شنو ستافدت انا من هاد الخبر ؟,0,0
ختي إذا كنتي كتبغي الموضة وداك شي خاصك ضرووووري تدخلي عندي آجي مرحبا بيك إدا ماستفدتي ماتنضري😉💘,0,0
شوف طرولات لي كندير الهربة 🤣لا ضحكوك خلي ابوني ❤🔥,0,0
البنات قرارت نرجع رقاصة حيت اليوتيب معطاني والوو الحمد الله الشطيح والغناء ماشي حراام ها طراكس ها مايا عايشن مزيانين ومضبرين على ريسهم الله يسهال عليا وعليهم ❤️❤️❤️❤️,0,0
المهم صفحتي مهمة لتبادل المتابعين لي معتم يدير فولوا 🔥🔥🔥,0,0
Ymchi f7alo mn lwl khtar Espagne yb9a tma,0,0
دير ابوني ندير ليه اشهار لحسابو فابور,0,0
يكسر قلبكم اما هو احسن ليه تما هادو مغايربح منهم ولو من غير السبان,0,0
الطاس ماعندهومش معانا فين ما نمشيو عندهم يرفضو الطلب ولاد الحرام شي حد محرشهم علينا 😂,0,0
كريستيانو رونالدو زعما,0,0
💔💔💔,0,0
كيعجوبك الحوايج كتبغي ديما أنيق ولابس غير ليمارك دخل درب دويرة فلباج,0,0
وهاد الطاس بنت الطحبة عمرها فبلات لينا شي حاجة,0,0
,0,0
.,0,0
البنات انا رشيد شاب طموح فنان ورقاصة ديال الشعبي كنشطاح احسن من مايا و طراكس ولكن الحض محالفنيش فى المغرب 💔💔😭😭,0,0
شكون بغا يطلع انستغرام ديالو ندير ليه pub,0,0
دير ابوني ندير ليه اشهار لحسابو فابور دخل شوف الستوري,0,0
😂😂😂😂,0,0
دابا هاد راس القليوة غادي يدرب الوداد 😮,0,0
شكون اللي باغي يطلع لحساب تاعوا باش ندير ليه pub من داكشي الرفيع😍😍,0,0
❤️❤️❤️,0,0
ويمشي يتحوا نتوما وياه مابكاش ف4. 4 اولا السد كانت تقبات ليه الخرزة,0,0
تصريح هاوي,0,0
Khl3neeee 😢😂😂😂😂😂😂😂😂,0,0
Lbnat🔊👩 lli bghat tkhdam mn darha obtelefonha tkhalli liya msj price onchrah liha kifach😊,0,0
Malkom 7mir malkom had lhedra gualha fech kanet lbotola ba9i ma t7essmatch tfo 3la 2i3lam ki dayr  tfo 3la nhar li jitou fih lhad lkawn a chouf tv  a lfada2i7 rebbi ki sster o ntuma tab3in hada tale9 hada tzewej hada khan ki re9assat hada ki tle3 f7ayet hada ki kherej lma men wednou 😂wellah diyal le9tila 3amerni cheftkom fchari3 l3am mais antle3 lmeghrib an3ayet likom tjiw 3andi ndfel 3la lcamera o lou7ouha gulu wa7ed siyed 3andu ta9a khayaliya ki dfel 3la camera 😂,0,0
3lax Xi wa7d yfahmnii😔💔,0,0
Waser thwa nta wlwidad,0,0
اتمنا الركراكي مدرب للوداد,0,0
,0,0
دير ابوني ندير ليه اشهار لحسابو فابور,0,0
❤️❤️❤️❤️❤️,0,0
❤️❤️❤️❤️❤️❤️❤️🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,0,0
❤️❤️❤️❤️❤️,0,0
المسيرة الخضراء كاين اللي معارف عليها والو ولكن غير فرحان حيت كيجلس عطلة 😂😂😂😂😂😂,0,0
المسيرة الخضراء كاين اللي معارف عليها والو ولكن غير فرحان حيت كيجلس عطلة 😂😂😂😂😂😂,0,0
وخا هد لبلاد معطتنا والو نهار تحتاجنا فشي مسيرة خرا حنا واجدين والله إما نرجعو لور غير باش نبينو ليكم رحنا رجال وخا نتوما مطلعتوش معنا رجال 🇲🇦💪🏽,0,0
❤️❤️❤️,0,0
ختي إذا كنتي كتبغي الموضة وداك شي خاصك ضرووووري تدخلي عندي آجي مرحبا بيك إدا ماستفدتي ماتنضري😉💘,0,0
فيناهو المغرب 😂😂😂😂,0,0
اوو المغاربة فين نسيتوهم😡,0,0
الدول العربية هي المغرب التي شاركت في المسيرة الخضراء 😮😮🇲🇦🇲🇦,0,0
❤️❤️❤️,0,0
لقلاوي 75% امازيغ اما الهجناء كانو تتضاربو على المناصب,0,0
علاش دول مغاربية مشاركاتش🤔,0,0
و الجزائر 🇩🇿🇩🇿؟😍,0,0
😂😂😂😂,0,0
مسيرة الاحتلال قصدك,0,0
🎉,0,0
awel mara na3raf had lma3louma,0,0
اواه الخليج الله يخلف عليهم اما الخراءر حسابهم هو الاخر الجزاءر دولة راعية للارهاب,0,0
🙉🙊🙈,0,0
"إن أهم بنود معاهدة إكس ليبان التي وقعت سنة 1955 وستبقى سارية المفعول حتى سنة 2055 قابلة للتمديد مئة سنة اخرى حيث تم الإتفاق على :
1- تستفيد فرنسا من عائدات الطريق السيار والسكك الحديدية لمدة 100 سنة وما يتبث ذالك هو استفادة فرنسا من صفقة القطار السريع tgv رغم ان الصين قدمت عرضا أحسن بثمن أقل
2-تستفيد فرنسا من العديد من الثروات الطبيعية وأهمها الفوسفاط و الذهب والفضة بنسبة 50% و 30% للأسرة الحاكمة بالمغرب و 20% فقط تضخ في ميزانية الدولة.
3- تستفيد فرنسا من قطاع توزيع الماء و الكهرباء بنسبة 90% فشركات ريضال و امنديس و ليديك هي شركات فرنسية
4-تستفيد فرنسا ب 50 % من شركات الاتصالات
5-تفرض فرنسا عدم دخول شركات عالمية الى المغرب الا في حالة اخذ نسبة من الأرباح مما يجعل الشركات العالمية ترفض الدخول للمغرب كشركة فولس فاگن وفورد
6- تمنع فرنسا المغرب من بناء محطة نووية سلمية للتزود بالكهرباء رغم وجود اليورانيوم بكثرة في المغرب
7- يمنع المغرب من اقامة صناعات ثقيلة مغربية 100% كالسيارات و الطائرات
8-يمنع المغرب من صناعات الاسلحة و توجب الإتفاقية ابرام صفقة اسلحة سنويا مع فرنسا سواء علنية أو سرية
9- على المغاربة اتقان اللغة الفرنسية حتى تستفيد فرنسا من الاطباء و المهندسين والعلماء المغاربة بالمجان عبر هجرة الادمغة
10- ملوك المغرب يعالجون حصرا في فرنسا أو في المغرب تحت اشراف طبيب فرنسي مقيم في القصر...
وما خفي كان أعظم
وهذا تقرير أخر عن المعاهدة
ايكس ليبان : المؤامرة الكبرى في تاريخ المغرب
حين نعود إلى التاريخ فليس من أجل تمضية الوقت، بل من أجل فهم الواقع الذي نعيشه اليوم لأنه وليد الأمس، وبالتالي لاستشراف آفاق المستقبل. وفي هذا المقال اخترت أن أتناول محطة هامة في تاريخ المغرب المعاصر هي إعلان الاستعمار الجديد ابتداء من 2نونبر1955م.
خلال هذا التاريخ كانت القوى الاستعمارية عامة توجد في وضع دولي عرف نجاح ثورة أكتوبر بروسيا وإعلان الاتحاد السوفيتي كقوة دولية عظمى تدعم حركات التحرر الوطني ولها جاذبية خاصة لمعارضي الامبريالية في العالم -وهذا الواقع لاستطيع أحد تغطيته بالأخطاء التي
منقول.",0,0
🔥,0,0
هذيك اراهي ماهي لمسيرة الخضراء ارانكم غالطين  اراهي مسيرة سوداء واجدادكم الي مشاو فيها اراهم شاركو فيها بيهم الجوع ولويل مالكاو ماياكلو وجابهم لصحراء الغربية باش ايعيشو  يلمرتزقة,0,0
الجزائر ومصر هما الاعداء,0,0
❤️❤️❤️,0,0
الى اين كانت وجهتها هذه المسيرة و ما الغرض منها ؟؟,0,0
سلام البنات حسابي للاثاث والديكور تابعوني مرحبا بكم ضربو ضويرة ان شاء الله يعجبكم المحتوى,0,0
🇲🇦🇲🇦🇲🇦🇲🇦❤️❤️❤️❤️,0,0
